Product ID,Product type,Name,Display name,Price,VAT,Visible,Identifier,EAN code,Ledger group code,Ledger group category,Ledger group name,Ledger group cost centre,Variant information,Description,Costprice,Sold out,Age limit,Deposit,Categories,Tags,Modifiers,Characteristics,Color,Image,variablePricePresets,translations,variablePrice,depositQuantity,variants,ledgerGroup,periodicPricing,allergens,originalPrice,activePeriodicPrice
077debdc-a235-4d4e-a163-8357b7818b04,FOOD_BEVERAGE,WINGS 3,3 Kippenvleugels,6,9,TRUE,,,,,,,,"3 hele kippenvleugels (flat + drummette), verkrijgbaar in 4 heerlijke smaken",0,FALSE,FALSE,,"Food,WINGS",,"Wing Flavour: (Plain: €0.00,Lemon Pepper: €0.00,Teriyaki: €0.00,Spicy Korean: €0.00) required: true",,PEACH,,,,FALSE,,,,,,,
09467a4e-30d6-4eef-8cef-436077de05f9,FOOD_BEVERAGE,SAUS LOS,Portie Saus,0,9,TRUE,,,,,,,,,0,FALSE,FALSE,,"Food,SAUS",,"Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",,BLUE_DARK,,,,FALSE,,,,,,,
1f9dd290-ff09-4082-89ae-366aafaf2b89,FOOD_BEVERAGE,TOSTI MEXICAN CHICKEN,Tosti Mexican Chicken,4.5,9,TRUE,2156711,,,,,,,Kip in een licht pikante Mexicaanse saus op basis van gedroogde chilipepers met meer dan 30 ingrediënten,0,FALSE,FALSE,,"Food,TOSTI",Tosti's,"Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",,BLUE_DARK,,,,FALSE,,,,,,,
530a46a1-08da-4349-a984-ff3f63164f61,FOOD_BEVERAGE,OPEN PRIJS,Open Prijs,0,9,TRUE,,,,,,,,,0,FALSE,FALSE,,Food,,,,BLUE_DARK,,,,TRUE,,,,,,,
5d4edceb-6619-43b9-9402-9cebc02a9d67,FOOD_BEVERAGE,BITTERBAL 6,6 bitterballen,5.1,9,TRUE,,,,,,,,,0,FALSE,FALSE,,"Food,LOSSE SNACK","Populair,Frituur",,,BLUE_DARK,,,,FALSE,,,,,,,
6355384a-8779-425b-9a00-f804df6928d3,FOOD_BEVERAGE,TOSTI RENDANG,Tosti Rendang,4.5,9,TRUE,1828373,,,,,,,Indonesische runderstoof met citroengras en kokosmelk,0,FALSE,FALSE,,"Food,TOSTI",Tosti's,"Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",,BLUE_DARK,,,,FALSE,,,,,,,
65089778-229d-44ab-b4f1-e8c824771fe1,FOOD_BEVERAGE,FRIET,Friet,3,9,TRUE,,,,,,,,,0,FALSE,FALSE,,"Food,FRIET",26NEP,"Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",,YELLOW,,,,FALSE,,,,,,,
6hIFsknBXoXDfEjRWuAS,FOOD_BEVERAGE,BROODJE KAASSOUFFLÉ,Broodje Kaassoufflé,3.35,9,TRUE,1134972,,,,,,,,0,FALSE,FALSE,,"Food,BROODJES","Frituur,Vegetarisch,Broodjes","Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",,ORANGE,,,,FALSE,,,,,,,
7e0cddf5-0423-4099-bc77-d3f30a908020,FOOD_BEVERAGE,TOSTI PULLED PORK,Tosti Pulled Pork,4.5,9,TRUE,1134923,,,,,,,"Slow-cooked varkensschouder, gemarineerd met onze super secret rub",0,FALSE,FALSE,,"Food,TOSTI",Tosti's,"Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",Varkensvlees,BLUE_DARK,,,,FALSE,,,,,,,
803f760b-a8e1-49cb-b82f-c79bcc9e776e,FOOD_BEVERAGE,TOSTI HETE KIP,Tosti Hete Kip,4.5,9,TRUE,2222222,,,,,,,Geroosterde kip met huisgemaakte 'inferno sauce',0,FALSE,FALSE,,"Food,TOSTI",Tosti's,"Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",,BLUE_DARK,,,,FALSE,,,,,,,
82fbfc4b-8e51-41f5-84c1-0f9b376fd148,FOOD_BEVERAGE,LOSSE MEXICANO,Mexicano,3.55,9,TRUE,,,,,,,,,0,FALSE,FALSE,,"Food,LOSSE SNACK",Frituur,"Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",Varkensvlees,BLUE_DARK,,,,FALSE,,,,,,,
858af1d9-adf4-4a22-a465-004377e1c6ba,FOOD_BEVERAGE,LOSSE KROKET,Kroket,2.65,9,TRUE,1134971,,,,,,,Goudbruin en knapperig,0,FALSE,FALSE,,"Food,LOSSE SNACK",Frituur,"Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",,RED,,,,FALSE,,,,,,,
8d9cd81f-ef46-42ab-8721-3acc2f45abe7,FOOD_BEVERAGE,TOSTI KOREAN BEEF,Tosti Korean Beef,4.95,9,TRUE,2156714,,,,,,,Kimchi en ossenstaart,0,FALSE,FALSE,,"Food,TOSTI",Tosti's,"Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",,BLUE_DARK,,,,FALSE,,,,,,,
9aa75068-1587-476b-bf0c-9f019b29bd9a,FOOD_BEVERAGE,TOSTI SPINAZIE-FETA,Tosti Spinazie-Feta,4.5,9,TRUE,2214731,,,,,,,Wilde spinazie feta en bechamel,0,FALSE,FALSE,,"Food,TOSTI","Tosti's,Vegetarisch","Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",,BLUE_DARK,,,,FALSE,,,,,,,
A5Dn8Q60I70fCmFGG5gq,FOOD_BEVERAGE,WINGS 12,12 Kippenvleugels,24,9,TRUE,,,,,,,,"12 hele kippenvleugels (flat + drummette), verkrijgbaar in 4 heerlijke smaken",0,FALSE,FALSE,,"Food,WINGS",,"Wing Flavour: (Plain: €0.00,Lemon Pepper: €0.00,Teriyaki: €0.00,Spicy Korean: €0.00) required: true",,PEACH,,,,FALSE,,,,,,,
ELuLiyB9a46fTmqwN8r3,FOOD_BEVERAGE,BITTERGARNI 36,36 st. gemengde bittergarnituur,22.7,9,TRUE,,,,,,,,"Bitterballen, kaasstengels, kipnuggets, loempiatjes, mini frikandellen en mini bamihapjes met mosterd en spicy mayo",0,FALSE,FALSE,,"Food,LOSSE SNACK","Populair,Frituur",,Varkensvlees,RED,,,,FALSE,,,,,,,
FZRE4ajoWfgOl2P9MUoJ,FOOD_BEVERAGE,WINGS 6,6 Kippenvleugels,12,9,TRUE,,,,,,,,"6 hele kippenvleugels (flat + drummette), verkrijgbaar in 4 heerlijke smaken",0,FALSE,FALSE,,"Food,WINGS",,"Wing Flavour: (Plain: €0.00,Lemon Pepper: €0.00,Teriyaki: €0.00,Spicy Korean: €0.00) required: true",,PEACH,,,,FALSE,,,,,,,
H6t3dLnHDWV5QDKVlk1c,FOOD_BEVERAGE,BITTERBAL 12,12 bitterballen,10.15,9,TRUE,,,,,,,,,0,FALSE,FALSE,,"Food,LOSSE SNACK","Frituur,Populair",,,BLUE_DARK,,,,FALSE,,,,,,,
MSuvfLLYRN3uepcNZh23,FOOD_BEVERAGE,KAASSTENGELS 12,12 Kaasstengels,10.1,9,TRUE,,,,,,,,,0,FALSE,FALSE,,"Food,LOSSE SNACK","Frituur,Vegetarisch",,,BLUE_DARK,,,,FALSE,,,,,,,
U1zjPaAQsdBEGDFDjg5a,FOOD_BEVERAGE,KAASSTENGELS 6,6 Kaasstengels,5.1,9,TRUE,,,,,,,,,0,FALSE,FALSE,,"Food,LOSSE SNACK","Frituur,Vegetarisch",,,BLUE_DARK,,,,FALSE,,,,,,,
a767b3e7-e53e-41d0-a2d2-5af63a0b5ef6,FOOD_BEVERAGE,TOSTI HAM KAAS,Tosti Ham Kaas,3.1,9,TRUE,1134968,,,,,,,,0.66,FALSE,FALSE,,"Food,TOSTI",Tosti's,"Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",Varkensvlees,ORANGE,,,,FALSE,,,,,,,
a7caa33f-556b-45c3-8b43-0f1ef39de12f,FOOD_BEVERAGE,TOSTI SWEET ONION,Tosti Sweet Onion,4.5,9,TRUE,2156710,,,,,,,Zoetzure uienchutney,0,FALSE,FALSE,,"Food,TOSTI","Tosti's,Vegetarisch","Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",,BLUE_DARK,,,,FALSE,,,,,,,
b835d8ea-0e14-4bd5-abfa-951eea7ed690,FOOD_BEVERAGE,TOSTI KIMCHI,Tosti Kimchi,4.5,9,TRUE,1134965,,,,,,,Kimchi is een pittige Koreaanse variant van zuurkool,0,FALSE,FALSE,,"Food,TOSTI","Tosti's,Vegetarisch","Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",,BLUE_DARK,,,,FALSE,,,,,,,
bc749358-72ba-4e52-b921-2f1f7028acf4,FOOD_BEVERAGE,BROODJE KROKET,Broodje Kroket,3.35,9,TRUE,3,,,,,,,,0.83,FALSE,FALSE,,"Food,BROODJES","Frituur,Broodjes","Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",,RED,,,,FALSE,,,,,,,
c82dd98e-459b-453c-816e-98b58102b4af,FOOD_BEVERAGE,TOSTI FRENCH PORK,Tosti French Pork,4.95,9,TRUE,2156722,,,,,,,Zoetzure uienchutney en pulled pork,0,FALSE,FALSE,,"Food,TOSTI",Tosti's,"Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",Varkensvlees,BLUE_DARK,,,,FALSE,,,,,,,
cixhGFf4z4pWyoQeaQPH,FOOD_BEVERAGE,BITTERGARNI 18,18 st. gemengde bittergarnituur,11.35,9,TRUE,,,,,,,,"Bitterballen, kaasstengels, kipnuggets, loempiatjes, mini frikandellen en bravuurtjes met diverse sausjes",0,FALSE,FALSE,,"Food,LOSSE SNACK","Populair,Frituur",,Varkensvlees,RED,,,,FALSE,,,,,,,
ejyNlvHlCnrECcKLurGV,FOOD_BEVERAGE,BROODJE HOT DOG,Broodje Hot Dog,3.5,9,TRUE,hotdog,,,,,,,Frankfurter van de grill op een zacht broodje.,0,FALSE,FALSE,,"Food,BROODJES",Broodjes,"Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",Varkensvlees,GREEN_LIGHT,,,,FALSE,,,,,,,
f1ec9f27-bda5-4a8a-9682-ee95e9b009a4,FOOD_BEVERAGE,TOSTI OSSENSTAART,Tosti Ossenstaart,4.5,9,TRUE,2156708,,,,,,,Gestoofde ossenstaart,0,FALSE,FALSE,,"Food,TOSTI",Tosti's,"Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",,BLUE_DARK,,,,FALSE,,,,,,,
f2sdfNX4LDyyrV9cPYyy,FOOD_BEVERAGE,BITTERBAL 24,24 bitterballen,20,9,TRUE,,,,,,,,,0,FALSE,FALSE,,"Food,LOSSE SNACK","Frituur,Populair",,,BLUE_DARK,,,,FALSE,,,,,,,
f9f1961d-94d4-467b-b74b-68a1b2432ffc,FOOD_BEVERAGE,BROODJE FRIKANDEL,Broodje Frikandel,3.35,9,TRUE,1134921,,,,,,,,0,FALSE,FALSE,,"frituur,Food,BROODJES","Food,Frituur,Broodjes","Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",,RED,,,,FALSE,,,,,,,
fa56be2a-2f80-4d84-8bcc-caa22aa265dc,FOOD_BEVERAGE,TOSTI FRENCH BEEF,Tosti French Beef,4.95,9,TRUE,2156718,,,,,,,Zoetzure uienchutney en ossenstaart,0,FALSE,FALSE,,"Food,TOSTI",Tosti's,"Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",,BLUE_DARK,,,,FALSE,,,,,,,
fd215689-7d70-4246-8e6e-73c9465bbaaf,FOOD_BEVERAGE,TOSTI KOREAN PORK,Tosti Korean Pork,4.95,9,TRUE,2156716,,,,,,,Kimchi en pulled pork,0,FALSE,FALSE,,"Food,TOSTI",Tosti's,"Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",Varkensvlees,BLUE_DARK,,,,FALSE,,,,,,,
ffe87aa4-1994-4096-b868-05b500d3b477,FOOD_BEVERAGE,BROODJE KIPHGEHAKTBAL,Broodje Kipgehaktbal,4.5,9,TRUE,,,,,,,,,0,FALSE,FALSE,,"Food,BROODJES",,"Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",,ORANGE,,,,FALSE,,,,,,,
gdGOzFFhR9hjFAT83iUQ,FOOD_BEVERAGE,TOSTI KAAS,Tosti Kaas,3.1,9,TRUE,1134967,,,,,,,,0.66,FALSE,FALSE,,"Food,TOSTI","Tosti's,Vegetarisch","Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",,ORANGE,,,,FALSE,,,,,,,
izLnUiPVb8d2XLQzKaNT,FOOD_BEVERAGE,BROODJE MEXICANO,Broodje Mexicano,4.25,9,TRUE,,,,,,,,,0,FALSE,FALSE,,"Food,BROODJES",Frituur,"Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",Varkensvlees,ORANGE,,,,FALSE,,,,,,,
mIWWHejZpkRhUHeDgPXj,FOOD_BEVERAGE,LOSSE KAASSOUFFLÉ,Kaassoufflé,2.65,9,TRUE,1828375,,,,,,,,0,FALSE,FALSE,,"Food,LOSSE SNACK","Frituur,Vegetarisch","Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",,BLUE_DARK,,,,FALSE,,,,,,,
v1o9gmYwsrCm5akwQ268,FOOD_BEVERAGE,BITTERGARNI 72,72 st. gemengde bittergarnituur,45.3,9,TRUE,,,,,,,,"Bitterballen, kaasstengels, kipnuggets, loempiatjes, mini frikandellen en mini bamihapjes met mosterd en spicy mayo",0,FALSE,FALSE,,"Food,LOSSE SNACK","Frituur,Populair",,Varkensvlees,RED,,,,FALSE,,,,,,,
yDCLr7p25R1ibrw3QSHD,FOOD_BEVERAGE,LOSSE FRIKANDEL,Frikandel,2.65,9,TRUE,1828376,,,,,,,,0,FALSE,FALSE,,"Food,LOSSE SNACK",Frituur,"Saus: (Geen saus: €0.00,Mosterd: €0.00,Mayonaise: €0.40,Tomatenketchup: €0.40,Curry: €0.40,Spicy mayo: €0.40,Sweet chili: €0.40,Pindasaus: €0.60,Mayo+Ketchup: €0.60,Mayo+Ketchup+Uitjes: €0.60,Mayo+Curry: €0.60,Mayo+Curry+Uitjes: €0.60,Mayo+Pindasaus: €0.60,Mayo+Pindasaus+Uitjes: €0.60,Neptunus: €0.75) required: true",,RED,,,,FALSE,,,,,,,